전표번호,회계일자,계정과목,적요,차변금액,입력자,입력일시
JV00158,2025-07-27,매출,매출 07월 정산분,807000.0,김대리,2025-07-28 08:47:00
JV02192,2025-07-27,광고선전비,광고선전비 07월 정산분,2889000.0,최사원,2025-07-30 11:54:00
JV02079,2025-07-28,지급수수료,지급수수료 07월 정산분,447000.0,정부장,2025-08-01 11:28:00
JV01395,2025-07-28,매출원가,매출원가 07월 정산분,133000.0,박과장,2025-07-28 17:21:00
JV01402,2025-07-28,외주가공비,외주가공비 07월 정산분,9900000.0,이차장,2025-07-31 15:51:00
JV01184,2025-07-28,지급수수료,지급수수료 07월 정산분,6636000.0,김대리,2025-07-28 14:48:00
JV01340,2025-07-28,여비교통비,여비교통비 07월 정산분,117000.0,박과장,2025-07-30 17:25:00
JV00397,2025-07-28,매출,매출 07월 정산분,456000.0,최사원,2025-07-29 15:17:00
JV90003,2025-07-28,매출원가,매출원가 07월 정산분,133000.0,박과장,2025-07-28 17:21:00
JV02139,2025-07-28,광고선전비,광고선전비 07월 정산분,625000.0,박과장,2025-07-31 15:06:00
JV01261,2025-07-28,복리후생비,복리후생비 07월 정산분,349000.0,이차장,2025-07-28 14:43:00
JV00410,2025-07-29,소모품비,소모품비 07월 정산분,232000.0,김대리,2025-08-02 09:11:00
JV02875,2025-07-29,선급비용,선급비용 07월 정산분,73000.0,김대리,2025-08-02 15:12:00
JV00264,2025-07-29,광고선전비,광고선전비 07월 정산분,42000.0,박과장,2025-07-29 11:01:00
JV00446,2025-07-29,지급수수료,지급수수료 07월 정산분,17648000.0,김대리,2025-08-02 18:48:00
JV00662,2025-07-29,복리후생비,복리후생비 07월 정산분,27608000.0,이차장,2025-08-02 12:00:00
JV00117,2025-07-30,잡비,잡비 07월 정산분,1797000.0,이차장,2025-07-31 09:19:00
JV01902,2025-07-30,복리후생비,복리후생비 07월 정산분,16653000.0,김대리,2025-08-02 09:29:00
JV00231,2025-07-30,소모품비,소모품비 07월 정산분,166000.0,김대리,2025-08-02 17:25:00
JV00283,2025-07-30,매출,매출 07월 정산분,180000.0,정부장,2025-08-01 18:55:00
JV02630,2025-07-30,외주가공비,외주가공비 07월 정산분,376000.0,최사원,2025-08-02 13:16:00
JV00814,2025-07-30,여비교통비,여비교통비 07월 정산분,242000.0,이차장,2025-08-02 08:32:00
JV01686,2025-07-30,외주가공비,외주가공비 07월 정산분,2082000.0,이차장,2025-07-30 12:27:00
JV01037,2025-07-31,지급수수료,지급수수료 07월 정산분,363000.0,시스템,2025-08-02 14:47:00
JV00421,2025-07-31,여비교통비,여비교통비 07월 정산분,6076000.0,시스템,2025-07-31 12:57:00
JV02736,2025-07-31,외주가공비,외주가공비 07월 정산분,1458000.0,김대리,2025-07-31 14:22:00
JV02799,2025-07-31,잡비,잡비 07월 정산분,1176000.0,김대리,2025-08-02 11:43:00
JV01423,2025-07-31,매출원가,매출원가 07월 정산분,11000.0,최사원,2025-07-31 13:54:00
JV00948,2025-07-31,매출원가,매출원가 07월 정산분,27305000.0,박과장,2025-08-01 18:20:00
JV00518,2025-07-31,매출원가,매출원가 07월 정산분,5170000.0,김대리,2025-08-01 12:04:00
JV01985,2025-07-31,소모품비,소모품비 07월 정산분,321000.0,박과장,2025-08-03 17:58:00
JV00284,2025-07-31,소모품비,소모품비 07월 정산분,513000.0,박과장,2025-08-02 11:24:00
JV00005,2025-07-31,지급수수료,지급수수료 07월 정산분,160000.0,정부장,2025-08-01 13:06:00
JV01396,2025-07-31,매출,매출 07월 정산분,252000.0,이차장,2025-08-04 11:29:00
JV01876,2025-07-31,미지급비용,미지급비용 07월 정산분,132000.0,김대리,2025-08-04 15:30:00
JV01955,2025-07-31,지급수수료,지급수수료 07월 정산분,12413000.0,김대리,2025-08-03 18:23:00
JV00976,2025-08-01,매출원가,매출원가 08월 정산분,891000.0,이차장,2025-08-03 11:40:00
JV01275,2025-08-01,외주가공비,외주가공비 08월 정산분,265000.0,최사원,2025-08-04 11:57:00
JV02248,2025-08-01,지급수수료,지급수수료 08월 정산분,895000.0,김대리,2025-08-03 11:17:00
JV00173,2025-08-01,매출원가,매출원가 08월 정산분,301000.0,이차장,2025-08-03 14:45:00
JV02873,2025-08-01,지급수수료,지급수수료 08월 정산분,916000.0,최사원,2025-08-04 13:52:00
JV01414,2025-08-01,여비교통비,여비교통비 08월 정산분,601000.0,박과장,2025-08-02 14:08:00
JV02304,2025-08-01,여비교통비,여비교통비 08월 정산분,309000.0,박과장,2025-08-01 16:39:00
JV00031,2025-08-01,잡비,잡비 08월 정산분,106000.0,김대리,2025-08-04 13:47:00
JV01957,2025-08-01,소모품비,소모품비 08월 정산분,1135000.0,정부장,2025-08-02 18:31:00
JV02034,2025-08-01,지급수수료,지급수수료 08월 정산분,2527000.0,김대리,2025-08-05 08:13:00
JV01804,2025-08-02,접대비,접대비 08월 정산분,268000.0,박과장,2025-08-05 17:15:00
JV02899,2025-08-02,복리후생비,복리후생비 08월 정산분,143000.0,박과장,2025-08-02 18:36:00
JV02583,2025-08-02,소모품비,소모품비 08월 정산분,9788000.0,정부장,2025-06-28 02:00:00
JV00445,2025-08-02,접대비,접대비 08월 정산분,609000.0,김대리,2025-08-03 13:36:00
JV00819,2025-08-02,지급수수료,지급수수료 08월 정산분,52000.0,최사원,2025-08-06 12:26:00
JV00956,2025-08-02,복리후생비,복리후생비 08월 정산분,451000.0,박과장,2025-08-03 13:53:00
JV01475,2025-08-02,여비교통비,여비교통비 08월 정산분,369000.0,이차장,2025-08-03 12:03:00
JV01483,2025-08-03,복리후생비,복리후생비 08월 정산분,1964000.0,정부장,2025-08-03 09:59:00
JV02306,2025-08-03,외주가공비,외주가공비 08월 정산분,875000.0,박과장,2025-08-07 14:15:00
JV01729,2025-08-03,접대비,접대비 08월 정산분,75000.0,이차장,2025-08-06 13:38:00
JV02219,2025-08-03,소모품비,소모품비 08월 정산분,40000.0,박과장,2025-08-06 08:45:00
JV01753,2025-08-03,광고선전비,광고선전비 08월 정산분,137000.0,최사원,2025-08-06 14:43:00
JV01149,2025-08-03,매출원가,매출원가 08월 정산분,125000.0,최사원,2025-08-05 13:45:00
JV01524,2025-08-03,외주가공비,외주가공비 08월 정산분,549000.0,박과장,2025-08-03 18:50:00
JV01694,2025-08-04,지급수수료,지급수수료 08월 정산분,500000.0,최사원,2025-08-04 16:11:00
JV00491,2025-08-04,복리후생비,복리후생비 08월 정산분,128000.0,이차장,2025-08-04 09:04:00
JV00120,2025-08-04,여비교통비,여비교통비 08월 정산분,1848000.0,최사원,2025-08-07 15:42:00
JV00214,2025-08-04,외주가공비,외주가공비 08월 정산분,357000.0,박과장,2025-08-05 15:58:00
JV02625,2025-08-04,소모품비,소모품비 08월 정산분,1966000.0,박과장,2025-08-06 08:00:00
JV02266,2025-08-04,지급수수료,지급수수료 08월 정산분,21000.0,정부장,2025-08-06 15:19:00
JV01406,2025-08-04,매출원가,매출원가 08월 정산분,9412000.0,박과장,2025-08-05 11:14:00
JV00388,2025-08-04,매출,매출 08월 정산분,1198000.0,김대리,2025-08-06 14:48:00
JV00607,2025-08-04,지급수수료,지급수수료 08월 정산분,88000.0,이차장,2025-08-08 16:38:00
JV00327,2025-08-05,매출,매출 08월 정산분,21000.0,김대리,2025-08-05 12:25:00
JV01085,2025-08-05,선급비용,선급비용 08월 정산분,1948000.0,박과장,2025-08-09 09:38:00
JV01967,2025-08-05,여비교통비,여비교통비 08월 정산분,399000.0,이차장,2025-08-08 13:06:00
JV02236,2025-08-05,광고선전비,광고선전비 08월 정산분,950000.0,박과장,2025-08-08 13:40:00
JV02090,2025-08-05,지급수수료,지급수수료 08월 정산분,403000.0,정부장,2025-08-05 11:10:00
JV00882,2025-08-05,여비교통비,여비교통비 08월 정산분,76000.0,박과장,2025-08-05 18:43:00
JV00805,2025-08-05,외주가공비,외주가공비 08월 정산분,408000.0,시스템,2025-08-08 13:58:00
JV00334,2025-08-06,미지급비용,미지급비용 08월 정산분,10500000.0,최사원,2025-08-06 16:19:00
JV02851,2025-08-06,복리후생비,복리후생비 08월 정산분,485000.0,최사원,2025-08-10 15:17:00
JV01029,2025-08-06,소모품비,소모품비 08월 정산분,776000.0,이차장,2025-08-09 18:24:00
JV00513,2025-08-06,여비교통비,여비교통비 08월 정산분,126000.0,정부장,2025-08-10 11:59:00
JV02661,2025-08-06,매출원가,매출원가 08월 정산분,10269000.0,김대리,2025-08-09 11:55:00
JV01757,2025-08-06,여비교통비,여비교통비 08월 정산분,681000.0,김대리,2025-08-08 14:40:00
JV00800,2025-08-06,접대비,접대비 08월 정산분,588000.0,최사원,2025-08-06 10:45:00
JV00489,2025-08-06,매출원가,매출원가 08월 정산분,2892000.0,박과장,2025-08-08 11:14:00
JV02825,2025-08-06,외주가공비,외주가공비 08월 정산분,50000.0,정부장,2025-08-06 17:40:00
JV01356,2025-08-06,접대비,접대비 08월 정산분,342000.0,박과장,2025-08-08 14:31:00
JV02553,2025-08-07,지급수수료,지급수수료 08월 정산분,420000.0,김대리,2025-08-09 12:35:00
JV02476,2025-08-07,복리후생비,복리후생비 08월 정산분,195000.0,이차장,2025-08-08 12:20:00
JV02807,2025-08-07,접대비,접대비 08월 정산분,749000.0,이차장,2025-08-11 09:09:00
JV02339,2025-08-07,매출원가,매출원가 08월 정산분,1736000.0,김대리,2025-08-09 18:32:00
JV00109,2025-08-07,지급수수료,지급수수료 08월 정산분,235000.0,시스템,2025-08-07 13:54:00
JV00766,2025-08-07,소모품비,소모품비 08월 정산분,755000.0,이차장,2025-08-08 08:37:00
JV02233,2025-08-07,지급수수료,지급수수료 08월 정산분,3671000.0,이차장,2025-08-10 14:01:00
JV01199,2025-08-07,외주가공비,외주가공비 08월 정산분,58000.0,김대리,2025-08-10 15:53:00
JV01711,2025-08-07,매출원가,매출원가 08월 정산분,79000.0,박과장,2025-08-11 10:20:00
JV00104,2025-08-07,매출원가,매출원가 08월 정산분,115000.0,김대리,2025-08-08 16:09:00
JV02296,2025-08-07,광고선전비,광고선전비 08월 정산분,112000.0,김대리,2025-08-07 09:05:00
JV01857,2025-08-08,지급수수료,지급수수료 08월 정산분,651000.0,김대리,2025-08-10 08:21:00
JV01156,2025-08-08,미지급비용,미지급비용 08월 정산분,1261000.0,김대리,2025-08-12 11:46:00
JV02184,2025-08-08,광고선전비,광고선전비 08월 정산분,5532000.0,정부장,2025-08-12 13:38:00
JV01964,2025-08-08,광고선전비,광고선전비 08월 정산분,62000.0,박과장,2025-08-11 11:16:00
JV01556,2025-08-08,복리후생비,복리후생비 08월 정산분,2485000.0,최사원,2025-08-10 09:35:00
JV01724,2025-08-08,선급비용,선급비용 08월 정산분,1381000.0,김대리,2025-08-08 13:46:00
JV01317,2025-08-08,외주가공비,외주가공비 08월 정산분,3406000.0,김대리,2025-08-08 16:55:00
JV01603,2025-08-08,매출,매출 08월 정산분,5015000.0,최사원,2025-08-10 10:15:00
JV01811,2025-08-09,여비교통비,여비교통비 08월 정산분,4802000.0,김대리,2025-08-11 09:38:00
JV01503,2025-08-09,여비교통비,여비교통비 08월 정산분,1328000.0,시스템,2025-08-12 15:59:00
JV02369,2025-08-09,복리후생비,복리후생비 08월 정산분,636000.0,김대리,2025-08-12 08:15:00
JV01453,2025-08-09,소모품비,소모품비 08월 정산분,2878000.0,시스템,2025-08-12 13:50:00
JV01714,2025-08-09,여비교통비,여비교통비 08월 정산분,2752000.0,최사원,2025-08-10 08:32:00
JV00599,2025-08-09,외주가공비,외주가공비 08월 정산분,723000.0,김대리,2025-08-11 12:30:00
JV00122,2025-08-09,지급수수료,지급수수료 08월 정산분,2041000.0,박과장,2025-08-09 13:21:00
JV02168,2025-08-09,지급수수료,지급수수료 08월 정산분,241000.0,박과장,2025-08-09 18:01:00
JV00330,2025-08-09,접대비,접대비 08월 정산분,133000.0,김대리,2025-08-09 16:10:00
JV01323,2025-08-09,접대비,접대비 08월 정산분,916000.0,김대리,2025-08-13 15:48:00
JV01188,2025-08-10,지급수수료,지급수수료 08월 정산분,3178000.0,이차장,2025-08-12 11:31:00
JV01272,2025-08-10,매출원가,매출원가 08월 정산분,5005000.0,이차장,2025-08-11 12:11:00
JV02684,2025-08-10,매출,매출 08월 정산분,2384000.0,최사원,2025-08-14 18:42:00
JV00715,2025-08-10,광고선전비,광고선전비 08월 정산분,413000.0,박과장,2025-08-12 11:21:00
JV01447,2025-08-10,미지급비용,미지급비용 08월 정산분,206000.0,최사원,2025-08-11 13:36:00
JV02009,2025-08-10,접대비,접대비 08월 정산분,2098000.0,이차장,2025-08-12 09:57:00
JV00155,2025-08-10,외주가공비,외주가공비 08월 정산분,797000.0,박과장,2025-06-28 01:00:00
JV02959,2025-08-10,잡비,잡비 08월 정산분,1237000.0,김대리,2025-08-12 16:42:00
JV01145,2025-08-11,매출,매출 08월 정산분,2319000.0,시스템,2025-08-15 10:31:00
JV02338,2025-08-11,외주가공비,외주가공비 08월 정산분,717000.0,박과장,2025-08-11 09:14:00
JV01692,2025-08-11,지급수수료,지급수수료 08월 정산분,2933000.0,이차장,2025-08-13 16:53:00
JV01519,2025-08-11,복리후생비,복리후생비 08월 정산분,28000.0,박과장,2025-08-14 16:11:00
JV00450,2025-08-11,선급비용,선급비용 08월 정산분,1044000.0,최사원,2025-08-13 15:04:00
JV90012,2025-08-11,매출,매출 08월 정산분,2319000.0,시스템,2025-08-15 10:31:00
JV02065,2025-08-11,소모품비,소모품비 08월 정산분,1649000.0,김대리,2025-08-14 13:00:00
JV00406,2025-08-11,매출원가,매출원가 08월 정산분,147000.0,이차장,2025-08-12 09:18:00
JV00099,2025-08-12,여비교통비,여비교통비 08월 정산분,712000.0,이차장,2025-08-12 11:11:00
JV02541,2025-08-12,매출,매출 08월 정산분,489000.0,최사원,2025-08-13 14:27:00
JV02314,2025-08-12,매출원가,매출원가 08월 정산분,1791000.0,최사원,2025-08-12 10:52:00
JV00046,2025-08-12,소모품비,소모품비 08월 정산분,241000.0,최사원,2025-08-16 17:27:00
JV02754,2025-08-12,외주가공비,외주가공비 08월 정산분,25000.0,정부장,2025-08-13 11:54:00
JV01401,2025-08-12,여비교통비,여비교통비 08월 정산분,190000.0,김대리,2025-08-12 11:26:00
JV01588,2025-08-12,지급수수료,지급수수료 08월 정산분,729000.0,정부장,2025-08-14 09:22:00
JV01178,2025-08-12,매출,매출 08월 정산분,5609000.0,최사원,2025-08-12 10:51:00
JV02542,2025-08-13,매출원가,매출원가 08월 정산분,1475000.0,이차장,2025-08-16 14:50:00
JV02683,2025-08-13,매출,매출 08월 정산분,1044000.0,이차장,2025-08-13 11:08:00
JV01601,2025-08-14,매출,매출 08월 정산분,820000.0,이차장,2025-08-18 08:29:00
JV02576,2025-08-14,복리후생비,복리후생비 08월 정산분,354000.0,최사원,2025-08-18 12:54:00
JV01136,2025-08-14,매출,매출 08월 정산분,2192000.0,박과장,2025-08-16 10:36:00
JV00077,2025-08-14,매출원가,매출원가 08월 정산분,7158000.0,박과장,2025-08-15 16:11:00
JV01420,2025-08-14,여비교통비,여비교통비 08월 정산분,52000.0,박과장,2025-08-15 13:26:00
JV00315,2025-08-14,매출원가,매출원가 08월 정산분,159000.0,박과장,2025-08-16 11:29:00
JV01798,2025-08-14,미지급비용,미지급비용 08월 정산분,350000.0,김대리,2025-08-14 14:16:00
JV02159,2025-08-14,매출원가,매출원가 08월 정산분,127000.0,김대리,2025-08-14 13:44:00
JV02632,2025-08-14,매출원가,매출원가 08월 정산분,1869000.0,최사원,2025-08-16 15:10:00
JV02496,2025-08-14,지급수수료,지급수수료 08월 정산분,919000.0,김대리,2025-08-15 16:53:00
JV02708,2025-08-15,광고선전비,광고선전비 08월 정산분,2065000.0,김대리,2025-08-19 16:47:00
JV00904,2025-08-15,매출원가,매출원가 08월 정산분,4617000.0,이차장,2025-08-17 12:58:00
JV02057,2025-08-15,매출원가,매출원가 08월 정산분,142000.0,김대리,2025-08-16 16:34:00
JV02433,2025-08-15,잡비,잡비 08월 정산분,479000.0,박과장,2025-08-18 09:49:00
JV01086,2025-08-15,지급수수료,지급수수료 08월 정산분,271000.0,최사원,2025-08-16 11:11:00
JV02507,2025-08-15,외주가공비,외주가공비 08월 정산분,224000.0,이차장,2025-08-17 12:18:00
JV02006,2025-08-15,외주가공비,외주가공비 08월 정산분,72000.0,김대리,2025-08-15 16:46:00
JV00542,2025-08-15,여비교통비,여비교통비 08월 정산분,593000.0,정부장,2025-08-16 15:24:00
JV01337,2025-08-15,미지급비용,미지급비용 08월 정산분,214000.0,이차장,2025-08-17 18:47:00
JV02443,2025-08-15,매출원가,매출원가 08월 정산분,4557000.0,최사원,2025-08-19 13:36:00
JV01982,2025-08-16,미지급비용,미지급비용 08월 정산분,664000.0,박과장,2025-08-19 09:14:00
JV00038,2025-08-16,잡비,잡비 08월 정산분,1935000.0,박과장,2025-08-18 17:12:00
JV02768,2025-08-16,소모품비,소모품비 08월 정산분,2175000.0,최사원,2025-08-17 11:37:00
JV02650,2025-08-16,광고선전비,광고선전비 08월 정산분,180000.0,최사원,2025-08-20 14:43:00
JV01898,2025-08-16,지급수수료,지급수수료 08월 정산분,362000.0,김대리,2025-08-18 10:16:00
JV00002,2025-08-17,지급수수료,지급수수료 08월 정산분,37000.0,김대리,2025-08-20 09:28:00
JV02971,2025-08-17,접대비,접대비 08월 정산분,147000.0,박과장,2025-08-18 11:29:00
JV02689,2025-08-17,복리후생비,복리후생비 08월 정산분,82000.0,이차장,2025-08-19 09:31:00
JV00428,2025-08-17,복리후생비,복리후생비 08월 정산분,601000.0,최사원,2025-08-21 08:52:00
JV00344,2025-08-18,매출원가,매출원가 08월 정산분,383000.0,박과장,2025-08-20 16:25:00
JV02268,2025-08-18,매출,매출 08월 정산분,1262000.0,정부장,2025-08-22 11:33:00
JV00244,2025-08-18,미지급비용,미지급비용 08월 정산분,569000.0,김대리,2025-08-18 15:30:00
JV00871,2025-08-18,여비교통비,여비교통비 08월 정산분,363000.0,김대리,2025-08-22 14:53:00
JV00058,2025-08-18,접대비,접대비 08월 정산분,381000.0,김대리,2025-08-21 18:16:00
